project_id;id;priority;status;short_desc;type;Reliability;Maintainability;Usability;Portability;Security;Performance;Other
ECLIPSE_PROJECT-42;ECLIPSE-21908;minor;RESOLVED;Pulling up a method results in misplaced & inappropriate access modifier keyword [refactoring];FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-43;ECLIPSE-23039;normal;RESOLVED;[rulers] Marker redraw is very slow;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-44;ECLIPSE-4485;normal;RESOLVED;DCR - Table column header decoration capability needed (1FOQQM8);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-45;ECLIPSE-6773;normal;RESOLVED;StyledText.computeSize uses display width to calculate number of visible lines;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-46;ECLIPSE-6654;major;RESOLVED;Text.getSelection() not returning correct info on WINCE;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-47;ECLIPSE-13800;critical;RESOLVED;Can not get FocusEvent from Combo;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-48;ECLIPSE-8196;normal;RESOLVED;accessibility: shift+F10 does not display view menu;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-49;ECLIPSE-19964;major;RESOLVED;Coolbar - can lose items when platform widget wraps;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-50;ECLIPSE-6184;normal;RESOLVED;KDE: Cannot copy/paste to/from Eclipse using Ctrl+C/Ctrl+V or context menu;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-51;ECLIPSE-7849;major;RESOLVED;Labels on WINCE dont use background color of parent when color isnt set;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-52;ECLIPSE-16511;normal;RESOLVED;Create Plug-in Jars fails for imported plugins;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-53;ECLIPSE-9958;minor;RESOLVED;Wrong Solaris 8 default for Netscape path;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-54;ECLIPSE-15275;normal;RESOLVED;remove the Go to File from the local toolbar;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-55;ECLIPSE-7190;normal;RESOLVED;Ctrl-S does not work;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-56;ECLIPSE-4790;normal;RESOLVED;XInitThreads causes japanese input method to hang (1GIRYR6);Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-57;ECLIPSE-20351;normal;VERIFIED;Persp. Ext. template wizard is missing the fast relative position;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-58;ECLIPSE-19769;normal;RESOLVED;Internet Explorer and Help EXCEPTION_ACCESS_VIOLATION;Security;0;0;1;0;1;0;0
ECLIPSE_PROJECT-59;ECLIPSE-19787;normal;RESOLVED;Hover help is not removed;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-60;ECLIPSE-4493;normal;RESOLVED;Check multilingual support on Windows 2000 (1FQFCBQ);Portability;0;0;0;1;0;0;1
ECLIPSE_PROJECT-61;ECLIPSE-22269;normal;RESOLVED;[Navigator] File->Rename while already renaming hangs Navigator;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-62;ECLIPSE-7361;normal;RESOLVED;Add getOffsetAtLine API;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-63;ECLIPSE-14956;enhancement;RESOLVED;StyledText - printing should support pagination headers and footers;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-64;ECLIPSE-7170;normal;RESOLVED;tab space size problem;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-65;ECLIPSE-12811;normal;RESOLVED;TableColumns dont pack properly;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-66;ECLIPSE-4783;normal;RESOLVED;Cant scroll to the top of the navigator (1GI7GTG);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-67;ECLIPSE-20362;normal;RESOLVED;Coolbar cannot be traversed to;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-68;ECLIPSE-4722;normal;RESOLVED;First editor tab missing close button (1GF7QIQ);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-69;ECLIPSE-17893;normal;RESOLVED;Editor reuse threshold does not disable properly when defaults restored;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-70;ECLIPSE-10296;normal;RESOLVED;Opened window list labels too long;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-71;ECLIPSE-17401;major;VERIFIED;Need to define alternative accelerators for Chinese;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-72;ECLIPSE-15959;normal;RESOLVED;Error in log: Invalid Menu Extension (Path is invalid):org.eclipse.help.ui.OpenHelpSearchPage;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-73;ECLIPSE-6503;normal;VERIFIED;Search page - should offer case sensitivity check box;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-74;ECLIPSE-4966;normal;RESOLVED;Automatic Code Assist needs to be smarter #2;Other;0;0;0;0;0;0;1
ECLIPSE_PROJECT-75;ECLIPSE-22079;normal;RESOLVED;StyledText - BidiUtil.isBidiPlatform returns true when not running with bidi locale;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-76;ECLIPSE-19345;normal;VERIFIED;Task View: Not clearing priority icons;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-77;ECLIPSE-23103;enhancement;CLOSED;[DCR]TableColumn doesnt support popup menus;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-78;ECLIPSE-22868;normal;VERIFIED;Eclipse hangs while creating a shell from ControlExample;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-79;ECLIPSE-20644;normal;RESOLVED;[hovering] Javadoc hover cannot handle link tag;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-80;ECLIPSE-19337;normal;VERIFIED;Group box labels should use consistent capitalization;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-81;ECLIPSE-13999;normal;RESOLVED;StyledText - appending single line data doesnt update properly;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-82;ECLIPSE-12716;normal;VERIFIED;Search results should open on single-click;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-83;ECLIPSE-14416;enhancement;RESOLVED;Allow to customize the visible search pages;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-84;ECLIPSE-22305;normal;RESOLVED;Launch configuration pane gets visually messed up and refuses data entry.;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-85;ECLIPSE-19773;normal;RESOLVED;Coolbar icons in Windows XP with Luna theme are not vertically aligned.;Usability;0;0;1;1;0;0;0
ECLIPSE_PROJECT-86;ECLIPSE-20377;normal;RESOLVED;StyledText - SWT.WRAP style and widthHint specification;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-87;ECLIPSE-16454;normal;RESOLVED;unable to paste text into Text box on Information page of Feature editor;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-88;ECLIPSE-14880;normal;RESOLVED;Column resize problems/cheese;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-89;ECLIPSE-6999;normal;RESOLVED;Rounded rectangles look incorrect;Usability;0;0;1;0;0;0;1
ECLIPSE_PROJECT-90;ECLIPSE-6035;normal;RESOLVED;Difference in tree expanded state between Windows and Motif;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-91;ECLIPSE-17397;normal;RESOLVED;F1: incorrect border in topic files;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-92;ECLIPSE-19106;major;RESOLVED;Unable to restore MRU list message sent to log;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-93;ECLIPSE-15834;enhancement;RESOLVED;[spell checking] Spell check for java comments;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-94;ECLIPSE-4509;normal;RESOLVED;Cant select text in Text Widget if drag and drop enabled (1FUSUI0);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-95;ECLIPSE-19653;major;RESOLVED;Crash at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:1222);Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-96;ECLIPSE-1767;normal;RESOLVED;Display ASCII for values greater than 127 fails (1GLE8I5);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-97;ECLIPSE-10603;normal;RESOLVED;Add Breakpoint keeps prompting me;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-98;ECLIPSE-14538;normal;RESOLVED;StyledText - bidi - change backspace and delete behavior;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-99;ECLIPSE-17433;enhancement;VERIFIED;Cant disable blue inexact search highlighting;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-100;ECLIPSE-16530;major;RESOLVED;gp -- Eclipse crashed (not reproducable);Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-101;ECLIPSE-16296;normal;RESOLVED;copying of source folders should allow rename instead of creating copy of [ccp];FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-102;ECLIPSE-19261;critical;VERIFIED;Text search should not use TEXT from team;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-103;ECLIPSE-22645;normal;RESOLVED;StyledText - cheese when typing in SWT.SINGLE mode;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-104;ECLIPSE-19805;normal;VERIFIED;Bug in SearchResultViewer.java;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-105;ECLIPSE-17208;normal;RESOLVED;Long operations are being modal.;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-106;ECLIPSE-9047;normal;RESOLVED;Show Next Match after Remove Match;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-107;ECLIPSE-5660;enhancement;RESOLVED;SWT default fonts need to honor accesability settings;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-108;ECLIPSE-4654;normal;RESOLVED;VAJ hangs when dragging from file manager to the desktop. (1GDQFZ6);Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-109;ECLIPSE-2668;enhancement;RESOLVED;ISelectionService should allow tracking of specific parts (1GHU8FN);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-110;ECLIPSE-17752;normal;RESOLVED;Cannot select a non-bold font;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-111;ECLIPSE-17148;critical;RESOLVED;External Tools: IllegalArgumentException in Log Console;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-112;ECLIPSE-15390;enhancement;RESOLVED;Show file count in progress monitor during text search;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-113;ECLIPSE-4922;enhancement;VERIFIED;[EditorMgmt] Need ability to open a file in eclipse from the command line;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-114;ECLIPSE-20752;normal;RESOLVED;TVT2: Mnemonic showing in Runtime tab of Manifest editor;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-115;ECLIPSE-3776;normal;RESOLVED;Java Editor doesnt refresh after a revert when the string is longer than the view width (1GESZL5);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-116;ECLIPSE-18232;major;RESOLVED;Performance: Replace All very slow;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-117;ECLIPSE-10972;normal;RESOLVED;Core dump drag and droppping from inline text;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-118;ECLIPSE-14005;normal;RESOLVED;File search misleading when looking for text in files;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-119;ECLIPSE-12073;enhancement;RESOLVED;Moving shell above other shells does not work.;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-120;ECLIPSE-19057;normal;RESOLVED;Problem saving java file through popup menu;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-121;ECLIPSE-860;normal;RESOLVED;Null pointer exception in Help Server if url /pluginid/ passed (1GF63E3);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-122;ECLIPSE-18710;major;RESOLVED;missing mnemonics on workbench pref page;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-123;ECLIPSE-15486;critical;VERIFIED;Hierarchy View takes 8 minutes to start up;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-124;ECLIPSE-21767;enhancement;RESOLVED;nls wizard: needs an edit button;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-125;ECLIPSE-19985;normal;RESOLVED;StyledText - Bulleting proofing RTF copy function;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-126;ECLIPSE-16879;normal;RESOLVED;Double click after { does not always select the right block of code.;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-127;ECLIPSE-19089;normal;RESOLVED;No popup menu java editor ruler (Photon);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-128;ECLIPSE-14964;normal;RESOLVED;StyledText - add new API for replacing style ranges;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-129;ECLIPSE-14277;enhancement;VERIFIED;[Dialogs] Find replace and should allow regular expressions;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-130;ECLIPSE-18550;normal;RESOLVED;[navigation] Outline jumps around a lot when cursoring around text;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-131;ECLIPSE-6701;normal;RESOLVED;Code assist: java hint not properly aligned;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-132;ECLIPSE-20318;normal;RESOLVED;[StyledText] print selection prints whole page atleast;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-133;ECLIPSE-16527;critical;RESOLVED;New API in ISearchResultView breaks old if null is used;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-134;ECLIPSE-18733;normal;RESOLVED;ControlExample: List widget not being resized properly;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-135;ECLIPSE-15242;normal;RESOLVED;CoolBar - layout issues;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-136;ECLIPSE-1828;normal;RESOLVED;Parts should not be created eagerly in inactive perspectives (1GKAYDN);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-137;ECLIPSE-14827;enhancement;VERIFIED;quick fix: offer marking strings as non-nls [quick fix];FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-138;ECLIPSE-21041;blocker;VERIFIED;[Update] Force welcome page first time a new feature is installed;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-139;ECLIPSE-15920;normal;VERIFIED;Import should use container of selected file;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-140;ECLIPSE-14463;normal;RESOLVED;GP opening two files at the same time;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-141;ECLIPSE-9407;enhancement;RESOLVED;Ctrl+Del / Ctrl+Backspace should delete next / prev word in editor;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-142;ECLIPSE-19818;major;RESOLVED;Java Editor in dirty state checkin file a later save fails;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-143;ECLIPSE-13944;enhancement;RESOLVED;DCR - Need cut/copy/paste routines on Combo;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-144;ECLIPSE-14478;enhancement;RESOLVED;Right side of J editor: Warnings shown in red;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-145;ECLIPSE-13505;normal;RESOLVED;[rulers] Cursor coordinates are too low in editor ruler;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-146;ECLIPSE-17747;major;RESOLVED;[Editor Mgmt] The reason why closeAll is slow;Performance;0;0;0;0;0;1;0
ECLIPSE_PROJECT-147;ECLIPSE-20593;major;RESOLVED;Preference listeners should use equals not ==;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-148;ECLIPSE-4643;enhancement;CLOSED;[Program] API to get the icon from a .exe file;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-149;ECLIPSE-20613;normal;VERIFIED;TVT2:  truncated text in Writable field (Install/Update);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-150;ECLIPSE-16721;normal;VERIFIED;Add and update extension point docs;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-151;ECLIPSE-19344;major;VERIFIED;Add Javadoc comment broken;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-152;ECLIPSE-18051;enhancement;RESOLVED;[Key Bindings] Emacs: Ctrl+K should cut text to clipboard;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-153;ECLIPSE-4688;normal;RESOLVED;J - Font Dialog does not select a font when selecting a font family (1GET5BW);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-154;ECLIPSE-4455;normal;RESOLVED;DCR - Tree - need item positioning (1FGPVAF);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-155;ECLIPSE-23008;enhancement;RESOLVED;[content assist][key bindings] Emacs bindings not working on content assist and quick fix;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-156;ECLIPSE-17257;normal;RESOLVED;Problems when changing the default icon for a feature;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-157;ECLIPSE-4454;normal;RESOLVED;DCR: Tables need to support cell editing (1FGPLPP);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-158;ECLIPSE-2962;normal;RESOLVED;Ideas for multiple editors (1GKZJ0B);Other;0;0;0;0;0;0;1
ECLIPSE_PROJECT-159;ECLIPSE-16898;major;RESOLVED;outline page: memory leak;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-160;ECLIPSE-4718;normal;RESOLVED;Tool tip is openning when on dragging. (1GF5Z7Z);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-161;ECLIPSE-20987;normal;RESOLVED;Tooltips can get stuck on screen;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-162;ECLIPSE-18765;enhancement;RESOLVED;Cannot enable line numbers for generic text editor;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-163;ECLIPSE-4455;normal;RESOLVED;DCR - Tree - need item positioning (1FGPVAF);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-164;ECLIPSE-5677;normal;RESOLVED;Hierarchy outline has empty space;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-165;ECLIPSE-16549;normal;RESOLVED;Cannot navigate tabbed notebook with keyboard;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-166;ECLIPSE-6696;normal;VERIFIED;Code completion should indicate deprecated methods;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-167;ECLIPSE-13725;normal;RESOLVED;Revert is much slower than close and re-open in java editor.;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-168;ECLIPSE-16566;critical;RESOLVED;Customize perspective details pane doesnt update;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-169;ECLIPSE-4730;normal;RESOLVED;Support for lesstif on Linux;Portability;0;0;0;1;0;0;0
ECLIPSE_PROJECT-170;ECLIPSE-18336;normal;RESOLVED;Cant edit new replacement values in build.properties editor;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-171;ECLIPSE-21626;normal;RESOLVED;TableItem.getImageBounds fails on Motif (Emulated Widget);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-172;ECLIPSE-20777;minor;RESOLVED;Preferences>Java>Templates: Preview background color should not be fixed;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-173;ECLIPSE-4724;normal;RESOLVED;GP - Fatal app error - renaming resource on linux (1GF7TXO);Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-174;ECLIPSE-20777;minor;RESOLVED;Preferences>Java>Templates: Preview background color should not be fixed;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-175;ECLIPSE-20953;critical;RESOLVED;StyledText - tilde problem with french keyboard (2000 NT XP) on R2.0;FR;0;0;0;1;0;0;1
ECLIPSE_PROJECT-176;ECLIPSE-11736;normal;RESOLVED;warnings to console;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-177;ECLIPSE-22488;normal;VERIFIED;Different Encoding should be handle at the same time!;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-178;ECLIPSE-4620;normal;RESOLVED;workbench does not close ActiveX controls file handle (1GB76AZ);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-179;ECLIPSE-13218;normal;RESOLVED;pull up: missing ... in the menu entry;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-180;ECLIPSE-19660;normal;RESOLVED;Preference page does not expand to fit all widgets;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-181;ECLIPSE-5190;normal;RESOLVED;GC.stringExtent() gives incorrect data for italic fonts;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-182;ECLIPSE-15403;enhancement;RESOLVED;Selecting a problem in the birds eye view should display message;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-183;ECLIPSE-10054;normal;RESOLVED;Selected markers not usable for Selected Resources search;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-184;ECLIPSE-6735;major;RESOLVED;AWT/SWT - Swing / Swt integration : JComboBox doesnt show correctly;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-185;ECLIPSE-20218;normal;VERIFIED;[Coolbar] Reset Toolbar Layout action does not restore position of item.;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-186;ECLIPSE-17472;normal;VERIFIED;E3.2 Add included features on Advanced page does not list my feature;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-187;ECLIPSE-11515;normal;RESOLVED;computeTrim and getClientArea are inconsistent in CTabFolder;Reliability;1;0;0;0;0;0;0
ECLIPSE_PROJECT-188;ECLIPSE-17346;critical;RESOLVED;Missing busy cursor in Search dialog under GTK;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-189;ECLIPSE-21192;normal;RESOLVED;UnsatisfiedLinkError thrown when pressing a hardware key;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-190;ECLIPSE-17274;normal;RESOLVED;Move: Preview button disabled;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-191;ECLIPSE-4461;normal;RESOLVED;SWTException should overwrite printStackTrace(..) (1GLDW6P);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-192;ECLIPSE-7005;critical;RESOLVED;Missing methods in SWT/GTK implementation;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-193;ECLIPSE-12398;blocker;RESOLVED;Accessibility problems;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-194;ECLIPSE-16755;major;RESOLVED;unable to run Ant - Could not parse Ant file;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-195;ECLIPSE-20691;normal;RESOLVED;StyledText - bidi - Win2K/XP support;FR;0;0;1;1;0;0;1
ECLIPSE_PROJECT-196;ECLIPSE-7621;enhancement;RESOLVED;Allow the changing of default Code Assists key stroke (Ctrl+Space);FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-197;ECLIPSE-7214;enhancement;RESOLVED;Click to highlight;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-198;ECLIPSE-7191;normal;RESOLVED;Dialogs not big enough for content;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-199;ECLIPSE-20044;major;RESOLVED;Unable to scroll license text using keyboard;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-200;ECLIPSE-13590;normal;RESOLVED;Java working set search actions fail if  OK pressed with no working set selected;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-201;ECLIPSE-6863;normal;RESOLVED;Remaining issues in emulated CoolBar and CoolItem;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-202;ECLIPSE-12097;enhancement;RESOLVED;code generation and RuntimeExceptions/Errors;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-203;ECLIPSE-17670;critical;VERIFIED;Cannot move through Plug-in Code Generation page list with arrow keys;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-204;ECLIPSE-19275;critical;VERIFIED;editor: context menu slow on large files;Performance;0;0;1;0;0;1;0
ECLIPSE_PROJECT-205;ECLIPSE-22144;normal;RESOLVED;Coolbar - setSize not being honored after setWrapIndices API used;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-206;ECLIPSE-22624;major;RESOLVED;Rename CU quick fix: Exception when renaming to an existing CU:;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-207;ECLIPSE-11935;normal;VERIFIED;Cant Ctrl+Tab out of PDE Editors dependencies page;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-208;ECLIPSE-20372;normal;RESOLVED;Tracker needs more javadoc;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-209;ECLIPSE-6436;normal;RESOLVED;Need clearer label for search;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-210;ECLIPSE-10050;major;RESOLVED;StyledText - Change selection color when changing background color;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-211;ECLIPSE-17402;enhancement;RESOLVED;Search should use the package compression... [search];FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-212;ECLIPSE-1767;normal;RESOLVED;Display ASCII for values greater than 127 fails (1GLE8I5);FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-213;ECLIPSE-19068;enhancement;RESOLVED;Context menu for text search;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-214;ECLIPSE-4666;normal;RESOLVED;DCR - Need a way for child shells to disable ESC closing (1GE8RXW);FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-215;ECLIPSE-18676;critical;RESOLVED;Closed hierarchy view cannot be reopen;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-216;ECLIPSE-16536;enhancement;RESOLVED;Use encoding from preference;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-217;ECLIPSE-7486;normal;RESOLVED;Cannot use keyboard Shift Select in a Tree;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-218;ECLIPSE-6679;normal;RESOLVED;Image.getImageData() not implemented;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-219;ECLIPSE-7845;normal;RESOLVED;API needed in Combo class to specify # of items visible;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-220;ECLIPSE-14658;trivial;VERIFIED;@ not correctly handled in author tag;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-221;ECLIPSE-19212;normal;RESOLVED;Fails to create extension point schema;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-222;ECLIPSE-19075;normal;VERIFIED;Rename Java file to non Java file causes most actions to crash;Reliability;1;1;0;0;0;0;0
ECLIPSE_PROJECT-223;ECLIPSE-6352;normal;RESOLVED;Editor doesnt get activated when revealing first match;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-224;ECLIPSE-19169;normal;RESOLVED;NPE on Emulated CoolItem constructor;FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-225;ECLIPSE-6492;normal;RESOLVED;Table does not gray out when disabled;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-226;ECLIPSE-4802;minor;RESOLVED;StyledText - Bidi Support Open Issues (1GIZ5G3);FR;0;0;0;0;0;0;1
ECLIPSE_PROJECT-227;ECLIPSE-9584;normal;RESOLVED;Text search always default to *.java files;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-228;ECLIPSE-8552;normal;RESOLVED;Text search should allow specifying file extensions without *;FR;0;0;1;0;0;0;1
ECLIPSE_PROJECT-229;ECLIPSE-17481;critical;RESOLVED;External Tools: Need better progress monitoring;Usability;0;0;1;0;0;0;0
ECLIPSE_PROJECT-230;ECLIPSE-10215;normal;RESOLVED;Content outline selection is slow;Performance;0;0;0;0;0;1;0
